"COD_ORGANICO";"ORGANICO";"COD_FUNCIONAL";"FUNCIONAL";"COD_ECONOMICO";"ECONOMICO";"COD_CAPITULO";"CAPITULO";"COD_ARTICULO";"ARTICULO";"COD_CONCEPTO";"CONCEPTO";"COD_PARTIDA";"PARTIDA";"CREDITO_PRESUPUESTARIO"
"D51";"AREA DE EMPLEO";"24104";"Escuelas Taller";"22608";"Material técnico y especial";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"D51/24104/22608";"Material técnico  y especial. Escuelas Taller";129600
"D51";"AREA DE EMPLEO";"24104";"Escuelas Taller";"22699";"Otros gastos diversos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"D51/24104/22699";"Otros gastos diversos. Escuelas Taller";6150
"D51";"AREA DE EMPLEO";"24104";"Escuelas Taller";"22700";"Limpieza y aseo.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"227";"Trabajos realizados por otras empresas y profesion";"D51/24104/22700";"Limpieza y aseo.Escuelas Taller";18700
"D51";"AREA DE EMPLEO";"24104";"Escuelas Taller";"22706";"Estudios y trabajos técnicos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"227";"Trabajos realizados por otras empresas y profesion";"D51/24104/22706";"Estudios y trabajos técnicos. Escuelas Taller";3200
"D51";"AREA DE EMPLEO";"24104";"Escuelas Taller";"62300";"Maquinaria, instalaciones técnicas y utillaje.";"6";"INVERSIONES REALES.";"62";"Inversión nueva asociada al funcionamiento operati";"623";"Maquinaria, instalaciones técnicas y utillaje.";"D51/24104/62300";"Maquiniaria, instalaciones técnicas y utillaje. Escuelas Taller";6000
"D51";"AREA DE EMPLEO";"24104";"Escuelas Taller";"62702";"Escuelas Taller.";"6";"INVERSIONES REALES.";"62";"Inversión nueva asociada al funcionamiento operati";"627";"Proyectos complejos.";"D51/24104/62702";"Escuelas Taller. Escuelas Taller";230800
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"D51/24105/12000";"Retribuciones básicas funcionarios. Reinserción educativa y laboral";25000
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"D51/24105/12100";"Complemento de destino. Reinserción educativa y laboral";11000
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"D51/24105/12101";"Complemento específico. Reinserción educativa y laboral";20000
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"D51/24105/12103";"Otros complementos. Reinserción educativa y laboral";1000
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"D51/24105/16000";"Seguridad Social. Reinserción educativa y laboral";18000
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"D51/24105/22000";"Ordinario no inventariable. Reinserción educativa y laboral";1500
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"22001";"Prensa, revistas, libros y otras publicaciones.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"D51/24105/22001";"Prensa, revistas, libros y otras publicaciones. Reinserción educativa y laboral";300
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"22602";"Publicidad y propaganda.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"D51/24105/22602";"Publicidad y propaganda. Reinserción educativa y laboral";6000
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"22608";"Material técnico y especial";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"D51/24105/22608";"Material técnicoy especial. Reinserción educativa y laboral";1500
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"22699";"Otros gastos diversos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"D51/24105/22699";"Otros gastos diversos. Reinserción educativa y laboral";1000
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"22706";"Estudios y trabajos técnicos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"227";"Trabajos realizados por otras empresas y profesion";"D51/24105/22706";"Estudios y trabajos técnicos. Reinserción educativa y laboral";100000
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"48011";"Órganos e instituciones con participación mpal";"4";"TRANSFERENCIAS CORRIENTES.";"48";"A Familias e Instituciones sin fines de lucro.";"480";"Transfs. a familias e institucs. sin fines de lucr";"D51/24105/48011";"Órganos e instituciones con participación municipal. Reinserción educativa y laboral";3000
"D51";"AREA DE EMPLEO";"24105";"Reinserción educativa y laboral";"48020";"Otras transferencias";"4";"TRANSFERENCIAS CORRIENTES.";"48";"A Familias e Instituciones sin fines de lucro.";"480";"Transfs. a familias e institucs. sin fines de lucr";"D51/24105/48020";"Otras transferencias. Reinserción educativa y laboral";62000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"E14/13200/12000";"Retribuciones básicas funcionarios. Seguridad y Orden Público";3987000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"E14/13200/12100";"Complemento de destino. Seguridad y Orden Público";1765000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"E14/13200/12101";"Complemento específico. Seguridad y Orden Público";3832000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"E14/13200/12103";"Otros complementos. Seguridad y Orden Público";656000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"E14/13200/16000";"Seguridad Social. Seguridad y Orden Público";3632000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"20400";"Material de transporte";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"20";"Arrendamientos y cánones.";"204";"Material de transporte.";"E14/13200/20400";"Material de transporte. Seguridad y Orden Público";423800
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"21300";"Maquinaria, instalaciones técnicas y utillaje.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"21";"Reparaciones, mantenimiento y conservación.";"213";"Maquinaria, instalaciones técnicas y utillaje.";"E14/13200/21300";"Maquinaria, instalaciones técnicas y utillaje. Seguridad y Orden Público";20000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"21400";"Elementos de transporte";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"21";"Reparaciones, mantenimiento y conservación.";"214";"Elementos de transporte.";"E14/13200/21400";"Elementos de transporte. Seguridad y Orden Público";30000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"E14/13200/22000";"Ordinario no inventariable. Seguridad y Orden Público";7900
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"22103";"Combustibles y carburantes.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13200/22103";"Combustibles y carburantes. Seguridad y Orden Público";109100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"22104";"Vestuario.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13200/22104";"Vestuario. Seguridad y Orden Público";178700
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"22110";"Productos de limpieza y aseo.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13200/22110";"Productos de limpieza y aseo. Seguridad y Orden Público";1800
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"22111";"Repuestos maquinaria, utilillaje y elem. transport";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13200/22111";"Repuestos maquinaria, utilillaje y elem. transport Seguridad y Orden Público";2000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"22113";"Manutención de animales.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13200/22113";"Manutención de animales. Seguridad y Orden Público";3500
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"22400";"Primas de seguros.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"224";"Primas de seguros.";"E14/13200/22400";"Primas de seguros. Seguridad y Orden Público";100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"22608";"Material técnico y especial";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"E14/13200/22608";"Material técnico y especial. Seguridad y Orden Público";9000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"22622";"Gastos veterinarios.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"E14/13200/22622";"Gastos veterinarios. Seguridad y Orden Público";3200
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"22699";"Otros gastos diversos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"E14/13200/22699";"Otros gastos diversos. Seguridad y Orden Público";5000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"62300";"Maquinaria, instalaciones técnicas y utillaje.";"6";"INVERSIONES REALES.";"62";"Inversión nueva asociada al funcionamiento operati";"623";"Maquinaria, instalaciones técnicas y utillaje.";"E14/13200/62300";"Maquinaria, instalaciones técnicas y utillaje. Seguridad y Orden Público";9800
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"62400";"Elementos de transporte.";"6";"INVERSIONES REALES.";"62";"Inversión nueva asociada al funcionamiento operati";"624";"Elementos de transporte.";"E14/13200/62400";"Elementos de transporte. Seguridad y Orden Público";3000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13200";"Seguridad y Orden Público";"62905";"Semovientes.";"6";"INVERSIONES REALES.";"62";"Inversión nueva asociada al funcionamiento operati";"629";"Otras inversiones nuevas asociadas al funcionamien";"E14/13200/62905";"Semovientes. Seguridad y Orden Público";100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"E14/13300/12000";"Retribuciones básicas funcionarios. Ordenación del Tráfico";92000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"E14/13300/12100";"Complemento de destino. Ordenación del Tráfico";42000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"E14/13300/12101";"Complemento específico. Ordenación del Tráfico";86000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"E14/13300/12103";"Otros complementos. Ordenación del Tráfico";1000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"E14/13300/16000";"Seguridad Social. Ordenación del Tráfico";62000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"20300";"Maquinaria, instalaciones y utillaje";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"20";"Arrendamientos y cánones.";"203";"Maquinaria, instalaciones y utillaje";"E14/13300/20300";"Maquinaria, instalaciones y utillaje. Ordenación del Tráfico";100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"20400";"Material de transporte";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"20";"Arrendamientos y cánones.";"204";"Material de transporte.";"E14/13300/20400";"Material de transporte. Ordenación del Tráfico";12200
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"21001";"Vías públicas urbanas.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"21";"Reparaciones, mantenimiento y conservación.";"210";"Infraestructura y bienes naturales.";"E14/13300/21001";"Vías públicas urbanas. Ordenación del Tráfico";16200
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"E14/13300/22000";"Ordinario no inventariable. Ordenación del Tráfico";1500
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"22100";"Energía eléctrica.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13300/22100";"Energía eléctrica. Ordenación del Tráfico";190000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"22103";"Combustibles y carburantes.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13300/22103";"Combustibles y carburantes. Ordenación del Tráfico";1500
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"22104";"Vestuario.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13300/22104";"Vestuario. Ordenación del Tráfico";600
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"22111";"Repuestos maquinaria, utilillaje y elem. transport";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13300/22111";"Repuestos maquinaria, utilillaje y elem. transport Ordenación del Tráfico";4400
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"22300";"Transportes";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"223";"Transportes.";"E14/13300/22300";"Transportes. Ordenación del Tráfico";15000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"22608";"Material técnico y especial";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"E14/13300/22608";"Material técnico y especial. Ordenación del Tráfico";2900
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"22699";"Otros gastos diversos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"E14/13300/22699";"Otros gastos diversos. Ordenación del Tráfico";100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"22706";"Estudios y trabajos técnicos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"227";"Trabajos realizados por otras empresas y profesion";"E14/13300/22706";"Estudios y trabajos técnicos. Ordenación del Tráfico";60000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"22711";"Mantenimiento y conservación.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"227";"Trabajos realizados por otras empresas y profesion";"E14/13300/22711";"Mantenimiento y conservación. Ordenación del Tráfico";1832300
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"44902";"Empresa Mpal Serv. M. Ambiente Urbano Gijón S.A";"4";"TRANSFERENCIAS CORRIENTES.";"44";"A entes públicos y sociedades mercantiles de la En";"449";"Otras subvenciones a entes públicos y sociedades m";"E14/13300/44902";"Empresa Mpal Serv. M. Ambiente Urbano Gijón S.A Ordenación del Tráfico";520000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"62300";"Maquinaria, instalaciones técnicas y utillaje.";"6";"INVERSIONES REALES.";"62";"Inversión nueva asociada al funcionamiento operati";"623";"Maquinaria, instalaciones técnicas y utillaje.";"E14/13300/62300";"Maquinaria, instalaciones técnicas y utillaje. Ordenación del Tráfico";100000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13300";"Ordenación del Tráfico";"78021";"Proyecto de accesibilidad en el transporte autoxi";"7";"TRANSFERENCIAS DE CAPITAL.";"78";"A familias e instituciones sin fines de lucro.";"780";"A familias e instituciones sin fines de lucro.";"E14/13300/78021";"Proyecto de accesibilidad en el transporte autotaxi. Ordenación del Tráfico";100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"20400";"Material de transporte";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"20";"Arrendamientos y cánones.";"204";"Material de transporte.";"E14/13400/20400";"Material de transporte. Protección Civil";5100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"21400";"Elementos de transporte";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"21";"Reparaciones, mantenimiento y conservación.";"214";"Elementos de transporte.";"E14/13400/21400";"Elementos de transporte. Protección Civil";300
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"E14/13400/22000";"Ordinario no inventariable. Protección Civil";1000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"22104";"Vestuario.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13400/22104";"Vestuario. Protección Civil";22700
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"22110";"Productos de limpieza y aseo.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13400/22110";"Productos de limpieza y aseo. Protección Civil";100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"22300";"Transportes";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"223";"Transportes.";"E14/13400/22300";"Transportes. Protección Civil";100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"22400";"Primas de seguros.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"224";"Primas de seguros.";"E14/13400/22400";"Primas de seguros. Protección Civil";4500
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"22608";"Material técnico y especial";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"E14/13400/22608";"Material técnico y especial. Protección Civil";2700
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"22699";"Otros gastos diversos.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"226";"Gastos diversos.";"E14/13400/22699";"Otros gastos diversos. Protección Civil";3100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"48020";"Otras transferencias";"4";"TRANSFERENCIAS CORRIENTES.";"48";"A Familias e Instituciones sin fines de lucro.";"480";"Transfs. a familias e institucs. sin fines de lucr";"E14/13400/48020";"Otras transferencias. Protección Civil";113300
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"62300";"Maquinaria, instalaciones técnicas y utillaje.";"6";"INVERSIONES REALES.";"62";"Inversión nueva asociada al funcionamiento operati";"623";"Maquinaria, instalaciones técnicas y utillaje.";"E14/13400/62300";"Maquinaria, instalaciones técnicas y utillaje. Protección Civil";100
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13400";"Protección Civil";"62400";"Elementos de transporte.";"6";"INVERSIONES REALES.";"62";"Inversión nueva asociada al funcionamiento operati";"624";"Elementos de transporte.";"E14/13400/62400";"Elementos de transporte. Protección Civil";2000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"12000";"Retribuciones básicas funcionarios";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"120";"Retribuciones básicas.";"E14/13500/12000";"Retribuciones básicas funcionarios. Servicio de Emergencias y Extinción de Incendios";1105000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"12100";"Complemento de destino.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"E14/13500/12100";"Complemento de destino. Servicio de Emergencias y Extinción de Incendios";512000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"12101";"Complemento específico.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"E14/13500/12101";"Complemento específico. Servicio de Emergencias y Extinción de Incendios";1214000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"12103";"Otros complementos.";"1";"GASTOS DE PERSONAL.";"12";"Personal Funcionario.";"121";"Retribuciones complementarias.";"E14/13500/12103";"Otros complementos. Servicio de Emergencias y Extinción de Incendios";216000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"16000";"Seguridad Social.";"1";"GASTOS DE PERSONAL.";"16";"Cuotas, prestaciones y gastos sociales a cargo del";"160";"Cuotas sociales.";"E14/13500/16000";"Seguridad Social. Servicio de Emergencias y Extinción de Incendios";1283000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"20400";"Material de transporte";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"20";"Arrendamientos y cánones.";"204";"Material de transporte.";"E14/13500/20400";"Material de transporte. Servicio de Emergencias y Extinción de Incendios";36400
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"20500";"Mobiliario y enseres";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"20";"Arrendamientos y cánones.";"205";"Mobiliario y enseres.";"E14/13500/20500";"Mobiliario y enseres. Servicio de Emergencias y Extinción de Incendios";28000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"21300";"Maquinaria, instalaciones técnicas y utillaje.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"21";"Reparaciones, mantenimiento y conservación.";"213";"Maquinaria, instalaciones técnicas y utillaje.";"E14/13500/21300";"Maquinaria, instalaciones técnicas y utillaje. Servicio de Emergencias y Extinción de Incendios";11000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"21400";"Elementos de transporte";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"21";"Reparaciones, mantenimiento y conservación.";"214";"Elementos de transporte.";"E14/13500/21400";"Elementos de transporte. Servicio de Emergencias y Extinción de Incendios";90000
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"22000";"Ordinario no inventariable.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"220";"Material de oficina.";"E14/13500/22000";"Ordinario no inventariable. Servicio de Emergencias y Extinción de Incendios";600
"E14";"AREA DE SEGURIDAD CIUDADANA Y MOVILIDAD";"13500";"Servicio de Emergencias y Extinción de Incendios";"22103";"Combustibles y carburantes.";"2";"GASTOS CORRIENTES EN BIENES Y SERVICIOS.";"22";"Material, suministros y otros.";"221";"Suministros.";"E14/13500/22103";"Combustibles y carburantes. Servicio de Emergencias y Extinción de Incendios";24000
